preferred_category,preferred_type,preferred_genre,content_category,content_type,primary_genre,category_match,type_match,genre_overlap_count,genre_overlap_ratio,view_count,log_views,days_since_publish,freshness_score,label
DOCUMENTARY,DOCUMENTARY,,,SERIES,Comedy,0.0,0.0,0,0.0,2023.0,7.6128310304073565,381,0.5766666666666667,0.13241698099423563
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,228.0,5.43372200355424,148,0.8355555555555556,0.7206056663873509
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,1294.0,7.166265974133638,35,0.9611111111111111,0.8145390388803567
SERIES,SERIES,Drama,,DOCUMENTARY,Science,0.0,1.0,0,0.0,2470.0,7.81237820598861,534,0.4066666666666666,0.3312911448236205
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,1620.0,7.390798521735676,367,0.5922222222222222,0.9686059675132095
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,164.0,5.10594547390058,874,0.028888888888888853,0.03744725307487782
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,106.0,4.672828834461906,784,0.12888888888888894,0.0
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,429.0,6.063785208687608,773,0.14111111111111108,0.6393309920119211
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,3052.0,8.023879992734878,445,0.5055555555555555,0.06876560393608762
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,,7.667158255319148,511,0.4322222222222222,0.6863343933113252
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,534.0,6.282266746896006,97,0.8922222222222222,0.3158660001059357
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,4295.0,8.3654396361887,59,0.9344444444444444,0.1117730429172543
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,2759.0,7.9229859587111955,512,0.4311111111111111,0.6764660674809306
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,1767.0,7.477604243197589,755,0.1611111111111111,0.6924909055404025
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,3156.0,8.057377488557991,94,0.8955555555555555,0.7696397615010763
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,3002.0,8.00736706798333,386,0.5711111111111111,0.20832509544837255
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,3683.0,8.211754397375197,51,0.9433333333333334,0.859068825667768
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,1077.0,6.982862751468942,96,0.8933333333333333,0.984566008256591
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,3862.0,8.259199362666282,871,0.03222222222222226,0.015432521721516226
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,4580.0,8.429672593886743,557,0.38111111111111107,0.6611713601744735
MOVIE,FILM,,,DOCUMENTARY,History,0.0,1.0,0,0.0,151.0,5.0238805208462765,738,0.18000000000000005,0.2921217216026565
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,2513.0,7.829630389150193,552,0.3866666666666667,0.674420629032635
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,,,104,0.8844444444444445,
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,4837.0,8.484256691169973,761,0.1544444444444445,0.05801403873264168
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,,7.403061091090091,806,0.10444444444444445,0.06523840839613387
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,2759.0,7.9229859587111955,778,0.13555555555555554,0.6211558774592136
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,229.0,5.438079308923196,568,0.36888888888888893,0.06181199159836188
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,1419.0,7.258412150595307,483,0.4633333333333334,0.6919948690335448
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,800.0,6.68586094706836,890,0.011111111111111072,0.2810713092197412
SERIES,SERIES,,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,4768.0,8.469891918298224,255,0.7166666666666667,0.10892246770488447
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,2267.0,7.7266536648476425,835,0.07222222222222219,0.6179549267791519
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,2450.0,7.804251383528112,279,0.69,0.6858138827388545
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,4995.0,8.516392871245468,714,0.20666666666666667,0.679400008917529
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,2450.0,7.804251383528112,19,0.9788888888888889,0.28343787818582356
MOVIE,FILM,,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,233.0,5.455321115357702,115,0.8722222222222222,0.7850424727147443
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,353.0,5.869296913133774,605,0.3277777777777777,0.9292353392301976
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,2294.0,7.738488122494646,53,0.9411111111111111,0.16419305181416105
MOVIE,FILM,Comedy,,SERIES,Action,0.0,1.0,0,0.0,2305.0,7.743269700829004,54,0.94,0.4038237557174981
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,530.0,6.274762021241939,124,0.8622222222222222,0.8706161283085353
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,2498.0,7.823645930834952,728,0.19111111111111112,0.6527907983767769
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,3171.0,8.06211758275474,458,0.49111111111111116,0.9413617588339371
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,136.0,4.919980925828125,452,0.49777777777777776,0.023016954121102683
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,3582.0,8.183955717304954,408,0.5466666666666666,0.0207095039354558
MOVIE,FILM,,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,2006.0,7.604396348796338,617,0.3144444444444444,0.7135247355869643
,FILM,,SERIES,SERIES,Drama,0.0,0.0,0,0.0,3146.0,8.054204897064407,644,0.2844444444444445,0.03469106282188633
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,4019.0,8.299037181613066,843,0.06333333333333335,0.6495521076792886
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,537.0,6.2878585601617845,733,0.18555555555555558,0.24490832600261322
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,4871.0,8.491259809389733,862,0.04222222222222227,0.0
,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,4666.0,8.448271745949816,575,0.36111111111111116,0.6884438545347163
MOVIE,FILM,,MOVIE,FILM,Action,1.0,1.0,0,0.0,885.0,6.786716950605081,451,0.49888888888888894,0.6781647595119532
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,1577.0,7.363913501405819,369,0.5900000000000001,0.7230676343905337
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,,,899,0.0011111111111110628,
MOVIE,FILM,,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,3319.0,8.107720061910534,205,0.7722222222222223,0.8628820229982295
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,3114.0,8.043984431221553,128,0.8577777777777778,0.9886868434221714
,DOCUMENTARY,History,,SERIES,Comedy,0.0,0.0,0,0.0,796.0,6.680854678790215,748,0.16888888888888887,0.09391462249813531
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,1727.0,7.454719949364001,869,0.0344444444444445,0.624548720036938
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,4673.0,8.449770515098804,633,0.29666666666666663,0.8055731563032404
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,554.0,6.318968113746434,464,0.48444444444444446,0.7305094417877941
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,4752.0,8.46653127661401,292,0.6755555555555556,1.0
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,4396.0,8.388677769180811,197,0.7811111111111111,0.0727412139382442
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,3871.0,8.261526448396468,174,0.8066666666666666,0.1080138987431971
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,900.0,6.803505257608338,688,0.23555555555555552,0.7145369895764994
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,1328.0,7.192182058713246,894,0.00666666666666671,0.04787429341691972
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,4830.0,8.482808764554406,855,0.050000000000000044,0.6685592632313018
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,41.0,3.7376696182833684,523,0.41888888888888887,0.29197021305599746
,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,3233.0,8.081475040137052,393,0.5633333333333334,0.08073697240715455
DOCUMENTARY,DOCUMENTARY,,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,,8.448914350662942,44,0.9511111111111111,0.7613084134512118
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,1635.0,7.400009517162692,523,0.41888888888888887,0.6872065963267443
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,2353.0,7.763871287820222,865,0.03888888888888886,0.6571176248700898
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,4104.0,8.31996102188653,37,0.9588888888888889,0.2552244546140579
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,929.0,6.835184586147301,99,0.89,0.8390364523058498
SERIES,SERIES,Drama,,SERIES,Drama,0.0,1.0,2,1.0,136.0,4.919980925828125,166,0.8155555555555556,0.6393860186645681
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,2271.0,7.7284157798410416,146,0.8377777777777777,0.20555363180731168
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,1454.0,7.282761179605593,815,0.09444444444444444,0.608502672729576
MOVIE,FILM,,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,1767.0,7.477604243197589,84,0.9066666666666666,0.8736208390288
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,639.0,6.461468176353717,57,0.9366666666666666,0.7195786003474495
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,462.0,6.137727054086234,658,0.26888888888888884,0.9314897531215163
SERIES,SERIES,Drama,,FILM,Comedy,0.0,0.0,0,0.0,3265.0,8.09132127353041,834,0.07333333333333336,0.04469148541552655
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,82.0,4.418840607796598,211,0.7655555555555555,0.11905049036703658
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,3300.0,8.101980731853192,857,0.04777777777777781,0.6960517783257221
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,,,749,0.1677777777777778,
,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,2782.0,7.931284761525891,497,0.44777777777777783,0.7339895009258739
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,4868.0,8.4906438561827,778,0.13555555555555554,0.22096281365826276
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,1232.0,7.117205503164344,319,0.6455555555555555,0.14390114895154446
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,1180.0,7.074116816197362,680,0.24444444444444446,0.6871368281843142
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,354.0,5.872117789475416,682,0.24222222222222223,0.7026558241811353
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,2726.0,7.910957382845589,659,0.2677777777777778,0.6453413160229571
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,3934.0,8.277666160851503,126,0.86,0.2178665309334022
MOVIE,FILM,Action,,FILM,Sci-Fi,0.0,1.0,1,0.5,533.0,6.280395838960195,696,0.22666666666666668,0.4549576858863886
SERIES,SERIES,,,SERIES,Drama,1.0,1.0,0,0.0,2719.0,7.908387159290043,126,0.86,0.7406372506944986
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,3543.0,8.173011311724972,278,0.6911111111111111,0.11392766347018844
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,1401.0,7.2456550675945355,633,0.29666666666666663,0.714405032906097
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,520.0,6.255750041753367,24,0.9733333333333334,0.8121800573931519
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,2159.0,7.67786350067821,822,0.08666666666666667,0.6920050765989781
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,1579.0,7.365180126021013,796,0.11555555555555552,0.9045381467477202
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,3735.0,8.225770799348734,370,0.5888888888888889,0.08933441438559128
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,4027.0,8.301025253838453,550,0.38888888888888884,0.03164887742995752
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,1657.0,7.4133673356952405,127,0.8588888888888889,0.7539286482099515
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,1944.0,7.573017256052546,282,0.6866666666666666,0.02990128560708022
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,856.0,6.75343791859778,221,0.7544444444444445,0.7449115444198183
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,2937.0,7.9854843567338225,73,0.9188888888888889,0.3226167554101828
SERIES,SERIES,,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,,7.214504414151143,859,0.04555555555555557,0.038223756996973744
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,809.0,6.697034247666484,791,0.12111111111111106,0.658300642647569
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,2776.0,7.9291264873067995,684,0.24,0.7143267065846246
MOVIE,FILM,Sci-Fi,,FILM,Comedy,1.0,1.0,0,0.0,3100.0,8.03947991910045,305,0.6611111111111111,0.7164824779033632
SERIES,SERIES,Drama,,FILM,Drama,0.0,0.0,1,0.5,3175.0,8.063377822367027,634,0.29555555555555557,0.16456863348726125
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,3753.0,8.230577217146454,762,0.15333333333333332,0.7767155956415149
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,412.0,6.023447592961033,575,0.36111111111111116,0.9610684723646891
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,4820.0,8.480736654405622,90,0.9,0.14378107198389625
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,,,311,0.6544444444444444,
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,2474.0,7.813995675002791,310,0.6555555555555556,0.8331910326232994
SERIES,SERIES,,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,437.0,6.082218910376446,485,0.46111111111111114,0.6461278824396653
MOVIE,FILM,,MOVIE,FILM,Action,1.0,1.0,0,0.0,1369.0,7.222566018822171,774,0.14,0.6777545194425337
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,784.0,6.665683717782408,32,0.9644444444444444,0.07327523418150228
,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,4935.0,8.504310565585223,405,0.55,0.11535082982210912
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,1555.0,7.349873704738337,382,0.5755555555555556,0.7140803086846863
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,3831.0,8.251142139090751,894,0.00666666666666671,0.10894696349428767
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,2022.0,7.612336837167746,522,0.42000000000000004,0.6628285415534609
MOVIE,FILM,Action,,SERIES,Action,0.0,0.0,2,1.0,3830.0,8.25088114470065,641,0.2877777777777778,0.302368497911895
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,1557.0,7.351158226430694,851,0.054444444444444406,0.0920648898118283
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,4572.0,8.427924723658055,320,0.6444444444444444,0.757643576869445
,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,4598.0,8.433594167539924,407,0.5477777777777777,0.6913740569750029
MOVIE,FILM,Sci-Fi,,FILM,Comedy,0.0,1.0,0,0.0,2159.0,7.67786350067821,819,0.08999999999999997,0.3298428606319955
,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,2321.0,7.7501841622578365,230,0.7444444444444445,0.22894968808026522
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,4403.0,8.390268497842571,107,0.8811111111111111,0.8738598693455696
,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,2030.0,7.616283561580385,578,0.35777777777777775,0.9086675138608125
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,162.0,5.093750200806762,28,0.9688888888888889,0.11684816658923025
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,561.0,6.331501849893691,186,0.7933333333333333,0.6795317702967818
,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,2509.0,7.828038032125829,121,0.8655555555555555,0.8654005392543797
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,202.0,5.313205979041787,628,0.30222222222222217,0.6873370912206186
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,4680.0,8.45126704130007,635,0.2944444444444444,0.9201830489153505
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,543.0,6.298949246855942,148,0.8355555555555556,0.06309935882403835
,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,4989.0,8.515191188745565,282,0.6866666666666666,0.13616791672441306
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,2962.0,7.993957547573565,27,0.97,0.7634644513512222
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,1756.0,7.471363088187097,877,0.025555555555555554,0.013981160794246678
SERIES,SERIES,,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,1327.0,7.191429330036379,695,0.22777777777777775,0.666321672506131
MOVIE,FILM,,SERIES,SERIES,Action,0.0,0.0,2,1.0,430.0,6.066108090103747,327,0.6366666666666667,0.2856070649836726
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,4595.0,8.432941638968646,625,0.3055555555555556,0.037272992339856856
DOCUMENTARY,DOCUMENTARY,History,,DOCUMENTARY,Science,1.0,1.0,0,0.0,,,669,0.2566666666666667,
MOVIE,FILM,Comedy,,FILM,Action,0.0,1.0,0,0.0,4941.0,8.505525386548555,207,0.77,0.4316549594197315
,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,2946.0,7.988542982737695,305,0.6611111111111111,0.7024306448633212
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,3269.0,8.0925452638913,633,0.29666666666666663,0.20483994428604632
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,1862.0,7.529943370601589,801,0.10999999999999999,0.7683169288946042
SERIES,SERIES,Drama,,SERIES,Drama,1.0,1.0,2,1.0,126.0,4.844187086458591,672,0.2533333333333333,0.9143014805431501
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,4942.0,8.505727713306959,132,0.8533333333333333,0.11889470255038354
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,4986.0,8.514589805546123,238,0.7355555555555555,0.7575898749163208
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,547.0,6.306275286948016,144,0.84,0.8359835500176567
,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,1658.0,7.413970290190444,503,0.4411111111111111,0.6498862426785511
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,3063.0,8.027476530860483,681,0.2433333333333333,0.8785525358629155
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,4187.0,8.339978571990427,676,0.24888888888888894,0.04599913550167473
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,1560.0,7.353081920515432,227,0.7477777777777778,0.06998634274861588
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,4652.0,8.445267451844648,278,0.6911111111111111,0.7389519935896962
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,565.0,6.338594078203183,852,0.053333333333333344,0.01953181762404959
SERIES,SERIES,,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,2784.0,7.932003152361385,576,0.36,0.7624915438446214
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,3923.0,8.274866820685254,454,0.4955555555555555,0.27420130357115385
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,1320.0,7.186144304522325,871,0.03222222222222226,0.041269636714726596
DOCUMENTARY,DOCUMENTARY,History,,DOCUMENTARY,Science,0.0,1.0,0,0.0,3056.0,8.025189321890835,532,0.40888888888888886,0.3227178062810114
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,3345.0,8.11552088154677,172,0.8088888888888889,0.7221558303731721
MOVIE,FILM,,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,77.0,4.356708826689592,298,0.6688888888888889,0.710494623429948
,SERIES,Drama,,FILM,Drama,0.0,0.0,1,0.5,3070.0,8.029758520440822,868,0.03555555555555556,0.08948222995573062
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,3011.0,8.010359588919783,503,0.4411111111111111,0.8268174927877289
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,,8.36264243156764,442,0.508888888888889,1.0
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,,7.599901959208498,348,0.6133333333333333,0.0815075264232022
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,4294.0,8.365206834418355,590,0.34444444444444444,0.6994173771904693
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,2073.0,7.637234388789473,63,0.9299999999999999,0.8976909147439375
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,267.0,5.5909869805108565,596,0.33777777777777773,0.6737080038014607
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,4605.0,8.43511508038063,288,0.6799999999999999,0.9480605947013028
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,,,834,0.07333333333333336,
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,,7.271008538280992,113,0.8744444444444445,0.13898975952976472
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,3880.0,8.263848131368906,877,0.025555555555555554,0.6558887171808839
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,3427.0,8.13973227971767,223,0.7522222222222222,0.08101829459043369
SERIES,SERIES,Drama,,SERIES,Comedy,1.0,1.0,0,0.0,2628.0,7.874358824729881,39,0.9566666666666667,0.7544617183071304
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,2449.0,7.803843303538772,5,0.9944444444444445,0.35661778175598685
SERIES,SERIES,Drama,,DOCUMENTARY,History,0.0,0.0,0,0.0,1642.0,7.404279118037268,773,0.14111111111111108,0.031166234368922085
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,1505.0,7.317212408359839,414,0.54,0.7247096787204163
MOVIE,FILM,Comedy,,FILM,Action,1.0,1.0,0,0.0,2176.0,7.685703061234547,542,0.3977777777777778,0.653784985710216
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,4942.0,8.505727713306959,845,0.061111111111111116,0.6953338039746881
SERIES,SERIES,Drama,,FILM,Drama,0.0,0.0,1,0.5,3466.0,8.151044945685024,576,0.36,0.15029628153171465
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,2566.0,7.8504931808711405,436,0.5155555555555555,0.8065655941087695
SERIES,SERIES,Drama,,SERIES,Drama,1.0,1.0,2,1.0,1416.0,7.256297239690681,83,0.9077777777777778,1.0
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,1395.0,7.241366283322318,673,0.25222222222222224,0.09122671521959408
MOVIE,FILM,,SERIES,SERIES,Action,1.0,1.0,0,0.0,4236.0,8.351610750626559,786,0.1266666666666667,0.6727130564443147
